Time,Header.seq,Header.stamp.secs,Header.stamp.nsecs,Header.frame_id,Latitude,Longitude,Altitude,UTM_easting,UTM_northing,Zone,Letter
1667362947.3157964,0,15748,0,GPS1_Frame,42.34184666666667,-71.08348833333334,19.7,328373.4812066946,4689834.505553687,19,T
1667362948.3141146,0,15749,0,GPS1_Frame,42.341775000000005,-71.08336833333334,20.5,328383.1715790897,4689826.305292143,19,T
1667362949.31507,0,15750,0,GPS1_Frame,42.341694999999994,-71.08324999999999,20.8,328392.70200518053,4689817.183055182,19,T
1667362950.3165452,0,15751,0,GPS1_Frame,42.34161166666666,-71.08312833333332,20.4,328402.49798246415,4689807.68396325,19,T
1667362951.3173263,0,15752,0,GPS1_Frame,42.341526666666674,-71.08301166666666,21.1,328411.8775604982,4689798.009905759,19,T
1667362952.31565,0,15753,0,GPS1_Frame,42.34144333333334,-71.08289833333333,21.1,328420.98710321076,4689788.52765905,19,T
1667362953.3166027,0,15754,0,GPS1_Frame,42.34137000000001,-71.08277833333334,21.1,328430.67306198436,4689780.142396576,19,T
1667362954.313461,0,15755,0,GPS1_Frame,42.34129333333334,-71.08265833333333,21.5,328440.3499778403,4689771.387006921,19,T
1667362955.314394,0,15756,0,GPS1_Frame,42.34121833333334,-71.08254166666667,21.0,328449.756854651,4689762.823427612,19,T
1667362956.3140588,0,15757,0,GPS1_Frame,42.34114500000001,-71.08243333333333,20.3,328458.48179598345,4689754.46174521,19,T
1667362957.3132012,0,15758,0,GPS1_Frame,42.34108500000001,-71.082345,19.1,328465.5954366232,4689747.6209886605,19,T
1667362958.3125103,0,15759,0,GPS1_Frame,42.34103666666667,-71.08227666666667,17.7,328471.0932349339,4689742.1160820685,19,T
1667362959.3142405,0,15760,0,GPS1_Frame,42.341,-71.08222333333333,16.4,328475.3870795497,4689737.936934699,19,T
1667362960.3166854,0,15761,0,GPS1_Frame,42.34097499999999,-71.08218500000001,15.2,328478.476965818,4689735.083544171,19,T
1667362961.3173127,0,15762,0,GPS1_Frame,42.340959999999995,-71.08216166666666,14.1,328480.3583585205,4689733.370838125,19,T
1667362962.3178897,0,15763,0,GPS1_Frame,42.34095666666667,-71.08215333333332,13.5,328481.0357877789,4689732.983886186,19,T
1667362963.3157134,0,15764,0,GPS1_Frame,42.34095833333334,-71.08215166666666,13.8,328481.17761835107,4689733.165594732,19,T
1667362964.3141322,0,15765,0,GPS1_Frame,42.34095833333334,-71.08215166666666,13.9,328481.17761835107,4689733.165594732,19,T
1667362965.3148713,0,15766,0,GPS1_Frame,42.34095833333334,-71.08215166666666,14.0,328481.17761835107,4689733.165594732,19,T
1667362966.3158123,0,15767,0,GPS1_Frame,42.34095833333334,-71.08215166666666,14.1,328481.17761835107,4689733.165594732,19,T
1667362967.3133707,0,15768,0,GPS1_Frame,42.34096333333333,-71.08215666666668,13.5,328480.7793182977,4689733.730893072,19,T
