Time,Header.seq,Header.stamp.secs,Header.stamp.nsecs,Header.frame_id,Latitude,Longitude,Altitude,UTM_easting,UTM_northing,Zone,Letter,Quality,UTM_easting(scaled),UTM_northing(scaled)
178,179,1665545694,0,GPS1_Frame,42.3361701965332,-71.08860778808594,38.900001525878906,327936.5625,4689214.5,19,T,4,8.53125,0.5
179,180,1665545695,0,GPS1_Frame,42.3361701965332,-71.0886001586914,38.79999923706055,327936.875,4689214.5,19,T,4,8.84375,0.5
180,181,1665545696,0,GPS1_Frame,42.33617401123047,-71.0886001586914,38.900001525878906,327937.1875,4689215.0,19,T,4,9.15625,1.0
181,182,1665545697,0,GPS1_Frame,42.33617782592773,-71.08859252929688,38.900001525878906,327937.5,4689215.0,19,T,4,9.46875,1.0
182,183,1665545698,0,GPS1_Frame,42.33617782592773,-71.08859252929688,38.900001525878906,327937.75,4689215.5,19,T,4,9.71875,1.5
183,184,1665545699,0,GPS1_Frame,42.336181640625,-71.08858489990234,38.900001525878906,327938.03125,4689215.5,19,T,4,10.0,1.5
184,185,1665545700,0,GPS1_Frame,42.336181640625,-71.08858489990234,38.900001525878906,327938.21875,4689216.0,19,T,4,10.1875,2.0
185,186,1665545701,0,GPS1_Frame,42.336185455322266,-71.08858489990234,39.0,327938.46875,4689216.0,19,T,4,10.4375,2.0
186,187,1665545702,0,GPS1_Frame,42.336185455322266,-71.08857727050781,38.900001525878906,327938.71875,4689216.5,19,T,4,10.6875,2.5
187,188,1665545703,0,GPS1_Frame,42.33618927001953,-71.08857727050781,39.0,327938.9375,4689216.5,19,T,4,10.90625,2.5
188,189,1665545704,0,GPS1_Frame,42.33618927001953,-71.08856964111328,39.0,327939.25,4689216.5,19,T,4,11.21875,2.5
189,190,1665545705,0,GPS1_Frame,42.3361930847168,-71.08856964111328,39.0,327939.5625,4689217.0,19,T,4,11.53125,3.0
